"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "evalue" "bitscore" "query_cover"
"5076" "EEV43771.1" "NZ_GG692536.1" 100 279 279 1.83e-144 516 100
"5077" "EEV43771.1" "NZ_GG688625.1" 100 279 279 1.83e-144 516 100
"5078" "EEV43771.1" "NZ_CP018831.1" 100 279 279 1.83e-144 516 100
"5079" "EEV43771.1" "NZ_CP018825.1" 100 279 279 1.83e-144 516 100
"5080" "EEV43771.1" "NZ_CP018070.1" 100 279 279 1.83e-144 516 100
"5081" "EEV43771.1" "NZ_CP014533.1" 100 279 279 1.83e-144 516 100
"5082" "EEV43771.1" "NZ_CP014533.1" 100 279 279 1.83e-144 516 100
"5083" "EEV43771.1" "NZ_CP013995.1" 100 279 279 1.83e-144 516 100
"5084" "EEV43771.1" "NZ_CP013010.1" 100 279 279 1.83e-144 516 100
"5085" "EEV43771.1" "NZ_CM003134.1" 100 279 279 1.83e-144 516 100
"5086" "EEV43771.1" "NC_021170.1" 100 279 279 1.83e-144 516 100
"5087" "EEV43771.1" "NC_017962.1" 100 279 279 1.83e-144 516 100
"5088" "EEV43771.1" "NC_017032.1" 100 279 279 1.83e-144 516 100
"5089" "EEV43771.1" "NC_014959.1" 100 279 279 1.83e-144 516 100
"5090" "EEV43771.1" "NC_005000.1" 100 279 279 1.83e-144 516 100
"5091" "EEV43771.1" "LT603679.1" 100 279 279 1.83e-144 516 100
"5092" "EEV43771.1" "LPUE01000006.1" 100 279 279 1.83e-144 516 100
"5093" "EEV43771.1" "LN999989.1" 100 279 279 1.83e-144 516 100
"5094" "EEV43771.1" "KX810025.1" 100 279 279 1.83e-144 516 100
"5095" "EEV43771.1" "KX574671.1" 100 279 279 1.83e-144 516 100
"5096" "EEV43771.1" "JQ663598.1" 100 279 279 1.83e-144 516 100
"5097" "EEV43771.1" "JMGP01000020.1" 100 279 279 1.83e-144 516 100
"5098" "EEV43771.1" "HQ115078.1" 100 279 279 1.83e-144 516 100
"5099" "EEV43771.1" "GQ900487.1" 100 279 279 1.83e-144 516 100
"5100" "EEV43771.1" "GG692619.1" 100 279 279 1.83e-144 516 100
"5101" "EEV43771.1" "GG692536.1" 100 279 279 1.83e-144 516 100
"5102" "EEV43771.1" "GG688625.1" 100 279 279 1.83e-144 516 100
"5103" "EEV43771.1" "CP018831.1" 100 279 279 1.83e-144 516 100
"5104" "EEV43771.1" "CP018825.1" 100 279 279 1.83e-144 516 100
"5105" "EEV43771.1" "CP018070.1" 100 279 279 1.83e-144 516 100
"5106" "EEV43771.1" "CP016166.1" 100 279 279 1.83e-144 516 100
"5107" "EEV43771.1" "CP014533.1" 100 279 279 1.83e-144 516 100
"5108" "EEV43771.1" "CP014533.1" 100 279 279 1.83e-144 516 100
"5109" "EEV43771.1" "CP014452.1" 100 279 279 1.83e-144 516 100
"5110" "EEV43771.1" "CP013995.1" 100 279 279 1.83e-144 516 100
"5111" "EEV43771.1" "CP013010.1" 100 279 279 1.83e-144 516 100
"5112" "EEV43771.1" "CP012469.1" 100 279 279 1.83e-144 516 100
"5113" "EEV43771.1" "CP012439.1" 100 279 279 1.83e-144 516 100
"5114" "EEV43771.1" "CP012431.1" 100 279 279 1.83e-144 516 100
"5115" "EEV43771.1" "CP003585.1" 100 279 279 1.83e-144 516 100
"5116" "EEV43771.1" "CP003352.1" 100 279 279 1.83e-144 516 100
"5117" "EEV43771.1" "CM003134.1" 100 279 279 1.83e-144 516 100
"5118" "EEV43771.1" "AF507977.1" 100 279 279 1.83e-144 516 100
"5119" "EEV43771.1" "ACBB01000378.1" 100 279 279 1.83e-144 516 100
"5120" "EEV43771.1" "ACBA01000229.1" 100 279 279 1.83e-144 516 100
"5121" "EEV43771.1" "ACAS01000290.1" 100 279 279 1.83e-144 516 100
"5122" "EEV43771.1" "KP842560.1" 100 279 276 8.52e-143 510 98.9247311827957
"5284" "BAH22528.1" "NC_022884.1" 100 291 291 4.1e-151 538 100
"5285" "BAH22528.1" "NC_022880.1" 100 291 291 4.1e-151 538 100
"5286" "BAH22528.1" "AP013040.1" 100 291 291 4.1e-151 538 100
"5287" "BAH22528.1" "AP013039.1" 100 291 291 4.1e-151 538 100
"5288" "EEU66606.1" "NZ_GG692897.1" 100 303 303 9.14e-158 560 100
"5289" "EEU66606.1" "GG692897.1" 100 303 303 9.14e-158 560 100
"5290" "EEU66606.1" "ACAI01000123.1" 100 303 303 9.14e-158 560 100
"5292" "EEU66606.1" "NZ_GG692931.1" 100 303 300 4.25e-156 555 99.009900990099
"5294" "EEU66606.1" "GG692931.1" 100 303 300 4.25e-156 555 99.009900990099
"5295" "EEU66606.1" "ACAM01000103.1" 100 303 300 4.25e-156 555 99.009900990099
"5363" "AJY53595.1" "KP342511.1" 100 297 297 1.94e-154 549 100
"5364" "AJY53599.1" "KP342511.1" 100 243 243 1.61e-124 449 100
"5365" "EEU83767.1" "NZ_GG688636.1" 100 165 165 2.37e-81 305 100
"5366" "EEU83767.1" "GG688636.1" 100 165 165 2.37e-81 305 100
"5367" "EEU83767.1" "ACAT01000045.1" 100 165 165 2.37e-81 305 100
"5368" "EJX91841.1" "LT598665.1" 100 219 219 3.15e-111 405 100
"5381" "BAO08520.1" "NC_022879.1" 100 189 189 1.26e-94 350 100
"5382" "BAO08520.1" "AP013037.1" 100 189 189 1.26e-94 350 100
"5383" "EEV54993.1" "NZ_LPUE01000004.1" 100 180 180 1.2e-89 333 100
"5384" "EEV54993.1" "NZ_JRGX01000043.1" 100 180 180 1.2e-89 333 100
"5385" "EEV54993.1" "NZ_JMMX01000005.1" 100 180 180 1.2e-89 333 100
"5386" "EEV54993.1" "NZ_GG692618.1" 100 180 180 1.2e-89 333 100
"5387" "EEV54993.1" "NZ_GG688544.1" 100 180 180 1.2e-89 333 100
"5388" "EEV54993.1" "NZ_CP018832.1" 100 180 180 1.2e-89 333 100
"5390" "EEV54993.1" "NZ_CP018827.1" 100 180 180 1.2e-89 333 100
"5392" "EEV54993.1" "NZ_CP018073.1" 100 180 180 1.2e-89 333 100
"5393" "EEV54993.1" "NZ_CP018066.1" 100 180 180 1.2e-89 333 100
"5394" "EEV54993.1" "NZ_CP014530.1" 100 180 180 1.2e-89 333 100
"5395" "EEV54993.1" "NZ_CP013995.1" 100 180 180 1.2e-89 333 100
"5396" "EEV54993.1" "NZ_CP013995.1" 100 180 180 1.2e-89 333 100
"5397" "EEV54993.1" "NZ_CM007639.1" 100 180 180 1.2e-89 333 100
"5399" "EEV54993.1" "NC_021987.1" 100 180 180 1.2e-89 333 100
"5400" "EEV54993.1" "NC_020208.1" 100 180 180 1.2e-89 333 100
"5401" "EEV54993.1" "NC_017963.1" 100 180 180 1.2e-89 333 100
"5402" "EEV54993.1" "LT603679.1" 100 180 180 1.2e-89 333 100
"5404" "EEV54993.1" "LT598664.1" 100 180 180 1.2e-89 333 100
"5405" "EEV54993.1" "LPUE01000004.1" 100 180 180 1.2e-89 333 100
"5406" "EEV54993.1" "LN999988.1" 100 180 180 1.2e-89 333 100
"5407" "EEV54993.1" "LIVR01000004.1" 100 180 180 1.2e-89 333 100
"5409" "EEV54993.1" "JRGX01000043.1" 100 180 180 1.2e-89 333 100
"5410" "EEV54993.1" "JMMX01000005.1" 100 180 180 1.2e-89 333 100
"5411" "EEV54993.1" "GG692618.1" 100 180 180 1.2e-89 333 100
"5412" "EEV54993.1" "GG688544.1" 100 180 180 1.2e-89 333 100
"5413" "EEV54993.1" "CP018832.1" 100 180 180 1.2e-89 333 100
"5415" "EEV54993.1" "CP018827.1" 100 180 180 1.2e-89 333 100
"5417" "EEV54993.1" "CP018073.1" 100 180 180 1.2e-89 333 100
"5418" "EEV54993.1" "CP018066.1" 100 180 180 1.2e-89 333 100
"5419" "EEV54993.1" "CP016164.1" 100 180 180 1.2e-89 333 100
"5420" "EEV54993.1" "CP014530.1" 100 180 180 1.2e-89 333 100
"5421" "EEV54993.1" "CP014450.1" 100 180 180 1.2e-89 333 100
"5422" "EEV54993.1" "CP013995.1" 100 180 180 1.2e-89 333 100
"5423" "EEV54993.1" "CP013995.1" 100 180 180 1.2e-89 333 100
"5424" "EEV54993.1" "CP012467.1" 100 180 180 1.2e-89 333 100
"5425" "EEV54993.1" "CP012461.1" 100 180 180 1.2e-89 333 100
"5427" "EEV54993.1" "CP012455.1" 100 180 180 1.2e-89 333 100
"5429" "EEV54993.1" "CP012448.1" 100 180 180 1.2e-89 333 100
"5430" "EEV54993.1" "CP012441.1" 100 180 180 1.2e-89 333 100
"5432" "EEV54993.1" "CP006621.1" 100 180 180 1.2e-89 333 100
"5433" "EEV54993.1" "CP004064.1" 100 180 180 1.2e-89 333 100
"5434" "EEV54993.1" "CP003586.1" 100 180 180 1.2e-89 333 100
"5435" "EEV54993.1" "CM007639.1" 100 180 180 1.2e-89 333 100
"5437" "EEV54993.1" "ACAX01000210.1" 100 180 180 1.2e-89 333 100
"5438" "EEV54993.1" "ACAS01000281.1" 100 180 180 1.2e-89 333 100
"5452" "EEV54993.1" "CP012437.1" 100 180 163 3.38e-80 302 90.5555555555556
"5455" "EFF22702.1" "NZ_LPUE01000004.1" 100 222 222 6.87e-113 411 100
"5456" "EFF22702.1" "NZ_JRGX01000043.1" 100 222 222 6.87e-113 411 100
"5457" "EFF22702.1" "NZ_JMMX01000005.1" 100 222 222 6.87e-113 411 100
"5458" "EFF22702.1" "NZ_GG692618.1" 100 222 222 6.87e-113 411 100
"5459" "EFF22702.1" "NZ_GG688544.1" 100 222 222 6.87e-113 411 100
"5460" "EFF22702.1" "NZ_CP018832.1" 100 222 222 6.87e-113 411 100
"5462" "EFF22702.1" "NZ_CP018827.1" 100 222 222 6.87e-113 411 100
"5464" "EFF22702.1" "NZ_CP018073.1" 100 222 222 6.87e-113 411 100
"5465" "EFF22702.1" "NZ_CP018066.1" 100 222 222 6.87e-113 411 100
"5466" "EFF22702.1" "NZ_CP014530.1" 100 222 222 6.87e-113 411 100
"5467" "EFF22702.1" "NZ_CP013995.1" 100 222 222 6.87e-113 411 100
"5468" "EFF22702.1" "NZ_CP013995.1" 100 222 222 6.87e-113 411 100
"5469" "EFF22702.1" "NZ_CM007639.1" 100 222 222 6.87e-113 411 100
"5471" "EFF22702.1" "NC_021987.1" 100 222 222 6.87e-113 411 100
"5472" "EFF22702.1" "NC_020208.1" 100 222 222 6.87e-113 411 100
"5473" "EFF22702.1" "NC_017963.1" 100 222 222 6.87e-113 411 100
"5474" "EFF22702.1" "LT603679.1" 100 222 222 6.87e-113 411 100
"5476" "EFF22702.1" "LT598664.1" 100 222 222 6.87e-113 411 100
"5477" "EFF22702.1" "LPUE01000004.1" 100 222 222 6.87e-113 411 100
"5478" "EFF22702.1" "LN999988.1" 100 222 222 6.87e-113 411 100
"5479" "EFF22702.1" "LIVR01000004.1" 100 222 222 6.87e-113 411 100
"5481" "EFF22702.1" "JRGX01000043.1" 100 222 222 6.87e-113 411 100
"5482" "EFF22702.1" "JMMX01000005.1" 100 222 222 6.87e-113 411 100
"5483" "EFF22702.1" "GG692618.1" 100 222 222 6.87e-113 411 100
"5484" "EFF22702.1" "GG688544.1" 100 222 222 6.87e-113 411 100
"5485" "EFF22702.1" "CP018832.1" 100 222 222 6.87e-113 411 100
"5487" "EFF22702.1" "CP018827.1" 100 222 222 6.87e-113 411 100
"5489" "EFF22702.1" "CP018073.1" 100 222 222 6.87e-113 411 100
"5490" "EFF22702.1" "CP018066.1" 100 222 222 6.87e-113 411 100
"5491" "EFF22702.1" "CP016164.1" 100 222 222 6.87e-113 411 100
"5492" "EFF22702.1" "CP014530.1" 100 222 222 6.87e-113 411 100
"5493" "EFF22702.1" "CP014450.1" 100 222 222 6.87e-113 411 100
"5494" "EFF22702.1" "CP013995.1" 100 222 222 6.87e-113 411 100
"5495" "EFF22702.1" "CP013995.1" 100 222 222 6.87e-113 411 100
"5496" "EFF22702.1" "CP012467.1" 100 222 222 6.87e-113 411 100
"5497" "EFF22702.1" "CP012461.1" 100 222 222 6.87e-113 411 100
"5499" "EFF22702.1" "CP012455.1" 100 222 222 6.87e-113 411 100
"5501" "EFF22702.1" "CP012448.1" 100 222 222 6.87e-113 411 100
"5502" "EFF22702.1" "CP012441.1" 100 222 222 6.87e-113 411 100
"5504" "EFF22702.1" "CP006621.1" 100 222 222 6.87e-113 411 100
"5505" "EFF22702.1" "CP004064.1" 100 222 222 6.87e-113 411 100
"5506" "EFF22702.1" "CP003586.1" 100 222 222 6.87e-113 411 100
"5507" "EFF22702.1" "CM007639.1" 100 222 222 6.87e-113 411 100
"5509" "EFF22702.1" "ACAX01000210.1" 100 222 222 6.87e-113 411 100
"5510" "EFF22702.1" "ACAS01000281.1" 100 222 222 6.87e-113 411 100
"5678" "AJY53604.1" "KP342511.1" 100 204 204 6.32e-103 377 100
"5681" "EEI11326.1" "NZ_CP008814.1" 100 159 159 4.91e-78 294 100
"5682" "EEI11326.1" "CP008814.1" 100 159 159 4.91e-78 294 100
"5683" "EEI11326.1" "CP002494.1" 100 159 159 4.91e-78 294 100
"5938" "EEV46306.1" "NZ_CP018832.1" 100 348 348 0 643 100
"5939" "EEV46306.1" "NZ_CP018827.1" 100 348 348 0 643 100
"5940" "EEV46306.1" "NZ_CP018066.1" 100 348 348 0 643 100
"5941" "EEV46306.1" "NZ_CP015123.1" 100 348 348 0 643 100
"5942" "EEV46306.1" "NZ_CP014534.1" 100 348 348 0 643 100
"5943" "EEV46306.1" "NZ_CP013995.1" 100 348 348 0 643 100
"5944" "EEV46306.1" "NZ_CM007640.1" 100 348 348 0 643 100
"5945" "EEV46306.1" "LT603680.1" 100 348 348 0 643 100
"5946" "EEV46306.1" "LIVR01000006.1" 100 348 348 0 643 100
"5947" "EEV46306.1" "CP018832.1" 100 348 348 0 643 100
"5948" "EEV46306.1" "CP018827.1" 100 348 348 0 643 100
"5949" "EEV46306.1" "CP018066.1" 100 348 348 0 643 100
"5950" "EEV46306.1" "CP015123.1" 100 348 348 0 643 100
"5951" "EEV46306.1" "CP014534.1" 100 348 348 0 643 100
"5952" "EEV46306.1" "CP013995.1" 100 348 348 0 643 100
"5953" "EEV46306.1" "CP012468.1" 100 348 348 0 643 100
"5954" "EEV46306.1" "CP012463.1" 100 348 348 0 643 100
"5955" "EEV46306.1" "CP012456.1" 100 348 348 0 643 100
"5956" "EEV46306.1" "CP012449.1" 100 348 348 0 643 100
"5957" "EEV46306.1" "CP012443.1" 100 348 348 0 643 100
"5958" "EEV46306.1" "CP012432.1" 100 348 348 0 643 100
"5959" "EEV46306.1" "CM007640.1" 100 348 348 0 643 100
"6008" "EAN11188.1" "NC_017963.1" 100 351 351 0 649 100
"6009" "EAN11188.1" "CP003586.1" 100 351 351 0 649 100
"6011" "AKA86785.1" "KP399637.1" 100 366 366 0 676 100
"6016" "AJY53596.1" "KP342511.1" 100 285 285 8.66e-148 527 100
"6938" "ABV16424.1" "NZ_CP013194.1" 100 249 249 7.66e-128 460 100
"6939" "ABV16424.1" "NC_009790.1" 100 249 249 7.66e-128 460 100
"6940" "ABV16424.1" "NC_007635.1" 100 249 249 7.66e-128 460 100
"6941" "ABV16424.1" "CR942285.1" 100 249 249 7.66e-128 460 100
"6942" "ABV16424.1" "CP013194.1" 100 249 249 7.66e-128 460 100
"6943" "ABV16424.1" "CP000799.1" 100 249 249 7.66e-128 460 100
"7594" "EHV09179.1" "Y16016.1" 100 201 201 2.89e-101 372 100
"7595" "EHV09179.1" "X00594.1" 100 201 201 2.89e-101 372 100
"7596" "EHV09179.1" "NZ_MSDR01000148.1" 100 201 201 2.89e-101 372 100
"7597" "EHV09179.1" "NZ_MOXL01000030.1" 100 201 201 2.89e-101 372 100
"7598" "EHV09179.1" "NZ_MNPA01000045.1" 100 201 201 2.89e-101 372 100
"7599" "EHV09179.1" "NZ_MATG01000004.1" 100 201 201 2.89e-101 372 100
"7600" "EHV09179.1" "NZ_LXQO01000019.1" 100 201 201 2.89e-101 372 100
"7601" "EHV09179.1" "NZ_LT632321.1" 100 201 201 2.89e-101 372 100
"7602" "EHV09179.1" "NZ_LRXJ01000025.1" 100 201 201 2.89e-101 372 100
"7603" "EHV09179.1" "NZ_LRXI01000066.1" 100 201 201 2.89e-101 372 100
"7604" "EHV09179.1" "NZ_LQWX02000124.1" 100 201 201 2.89e-101 372 100
"7605" "EHV09179.1" "NZ_LNAE01000014.1" 100 201 201 2.89e-101 372 100
"7606" "EHV09179.1" "NZ_JRKV01000043.1" 100 201 201 2.89e-101 372 100
"7607" "EHV09179.1" "NZ_JRKU01000037.1" 100 201 201 2.89e-101 372 100
"7608" "EHV09179.1" "NZ_JDVF01000121.1" 100 201 201 2.89e-101 372 100
"7609" "EHV09179.1" "NZ_HG941719.1" 100 201 201 2.89e-101 372 100
"7610" "EHV09179.1" "NZ_DS999999.1" 100 201 201 2.89e-101 372 100
"7611" "EHV09179.1" "NZ_CP018253.1" 100 201 201 2.89e-101 372 100
"7612" "EHV09179.1" "NZ_CP018251.1" 100 201 201 2.89e-101 372 100
"7613" "EHV09179.1" "NZ_CP018248.1" 100 201 201 2.89e-101 372 100
"7614" "EHV09179.1" "NZ_CP018246.1" 100 201 201 2.89e-101 372 100
"7615" "EHV09179.1" "NZ_CP018244.1" 100 201 201 2.89e-101 372 100
"7616" "EHV09179.1" "NZ_CP018242.1" 100 201 201 2.89e-101 372 100
"7617" "EHV09179.1" "NZ_CP018240.1" 100 201 201 2.89e-101 372 100
"7618" "EHV09179.1" "NZ_CP018238.1" 100 201 201 2.89e-101 372 100
"7619" "EHV09179.1" "NZ_CP017670.1" 100 201 201 2.89e-101 372 100
"7620" "EHV09179.1" "NZ_CP017447.1" 100 201 201 2.89e-101 372 100
"7621" "EHV09179.1" "NZ_CP017445.1" 100 201 201 2.89e-101 372 100
"7622" "EHV09179.1" "NZ_CP017443.1" 100 201 201 2.89e-101 372 100
"7623" "EHV09179.1" "NZ_CP017441.1" 100 201 201 2.89e-101 372 100
"7624" "EHV09179.1" "NZ_CP017439.1" 100 201 201 2.89e-101 372 100
"7625" "EHV09179.1" "NZ_CP017437.1" 100 201 201 2.89e-101 372 100
"7626" "EHV09179.1" "NZ_CP017435.1" 100 201 201 2.89e-101 372 100
"7627" "EHV09179.1" "NZ_CP017252.1" 100 201 201 2.89e-101 372 100
"7628" "EHV09179.1" "NZ_CP017250.1" 100 201 201 2.89e-101 372 100
"7629" "EHV09179.1" "NZ_CP016626.1" 100 201 201 2.89e-101 372 100
"7630" "EHV09179.1" "NZ_CP015856.1" 100 201 201 2.89e-101 372 100
"7631" "EHV09179.1" "NZ_CP015847.1" 100 201 201 2.89e-101 372 100
"7632" "EHV09179.1" "NZ_CP015844.1" 100 201 201 2.89e-101 372 100
"7633" "EHV09179.1" "NZ_CP015816.1" 100 201 201 2.89e-101 372 100
"7634" "EHV09179.1" "NZ_CP015239.1" 100 201 201 2.89e-101 372 100
"7635" "EHV09179.1" "NZ_CP015140.1" 100 201 201 2.89e-101 372 100
"7636" "EHV09179.1" "NZ_CP015077.1" 100 201 201 2.89e-101 372 100
"7637" "EHV09179.1" "NZ_CP015070.1" 100 201 201 2.89e-101 372 100
"7638" "EHV09179.1" "NZ_CP015022.1" 100 201 201 2.89e-101 372 100
"7639" "EHV09179.1" "NZ_CP015021.1" 100 201 201 2.89e-101 372 100
"7640" "EHV09179.1" "NZ_CP014498.1" 100 201 201 2.89e-101 372 100
"7641" "EHV09179.1" "NZ_CP014321.1" 100 201 201 2.89e-101 372 100
"7642" "EHV09179.1" "NZ_CP014273.1" 100 201 201 2.89e-101 372 100
"7643" "EHV09179.1" "NZ_CP014271.1" 100 201 201 2.89e-101 372 100
"7644" "EHV09179.1" "NZ_CP013833.1" 100 201 201 2.89e-101 372 100
"7645" "EHV09179.1" "NZ_CP013832.1" 100 201 201 2.89e-101 372 100
"7646" "EHV09179.1" "NZ_CP013657.1" 100 201 201 2.89e-101 372 100
"7647" "EHV09179.1" "NZ_CP012803.1" 100 201 201 2.89e-101 372 100
"7648" "EHV09179.1" "NZ_CP011496.1" 100 201 201 2.89e-101 372 100
"7649" "EHV09179.1" "NZ_CP011493.1" 100 201 201 2.89e-101 372 100
"7650" "EHV09179.1" "NZ_CP010882.1" 100 201 201 2.89e-101 372 100
"7651" "EHV09179.1" "NZ_CP010305.1" 100 201 201 2.89e-101 372 100
"7652" "EHV09179.1" "NZ_CP010241.1" 100 201 201 2.89e-101 372 100
"7653" "EHV09179.1" "NZ_CP010123.1" 100 201 201 2.89e-101 372 100
"7654" "EHV09179.1" "NZ_CP010120.1" 100 201 201 2.89e-101 372 100
"7655" "EHV09179.1" "NZ_CP009860.1" 100 201 201 2.89e-101 372 100
"7656" "EHV09179.1" "NZ_CP008958.1" 100 201 201 2.89e-101 372 100
"7657" "EHV09179.1" "NZ_CP008806.1" 100 201 201 2.89e-101 372 100
"7658" "EHV09179.1" "NZ_CP008715.1" 100 201 201 2.89e-101 372 100
"7659" "EHV09179.1" "NZ_CM007618.1" 100 201 201 2.89e-101 372 100
"7660" "EHV09179.1" "NZ_AVCD01000003.1" 100 201 201 2.89e-101 372 100
"7661" "EHV09179.1" "NZ_ABHM02000004.1" 100 201 201 2.89e-101 372 100
"7662" "EHV09179.1" "NZ_ABHL02000008.1" 100 201 201 2.89e-101 372 100
"7663" "EHV09179.1" "NZ_ABHK02000007.1" 100 201 201 2.89e-101 372 100
"7664" "EHV09179.1" "NC_022651.1" 100 201 201 2.89e-101 372 100
"7665" "EHV09179.1" "NC_019105.1" 100 201 201 2.89e-101 372 100
"7666" "EHV09179.1" "NC_019041.1" 100 201 201 2.89e-101 372 100
"7667" "EHV09179.1" "NC_017907.1" 100 201 201 2.89e-101 372 100
"7668" "EHV09179.1" "NC_014385.1" 100 201 201 2.89e-101 372 100
"7669" "EHV09179.1" "NC_014384.1" 100 201 201 2.89e-101 372 100
"7670" "EHV09179.1" "NC_013951.1" 100 201 201 2.89e-101 372 100
"7671" "EHV09179.1" "NC_013122.1" 100 201 201 2.89e-101 372 100
"7672" "EHV09179.1" "NC_013010.1" 100 201 201 2.89e-101 372 100
"7673" "EHV09179.1" "NC_011350.1" 100 201 201 2.89e-101 372 100
"7674" "EHV09179.1" "NC_010558.1" 100 201 201 2.89e-101 372 100
"7675" "EHV09179.1" "NC_009602.1" 100 201 201 2.89e-101 372 100
"7676" "EHV09179.1" "NC_007414.1" 100 201 201 2.89e-101 372 100
"7677" "EHV09179.1" "NC_006816.1" 100 201 201 2.89e-101 372 100
"7678" "EHV09179.1" "NC_002483.1" 100 201 201 2.89e-101 372 100
"7679" "EHV09179.1" "NC_002128.1" 100 201 201 2.89e-101 372 100
"7680" "EHV09179.1" "MSDR01000148.1" 100 201 201 2.89e-101 372 100
"7681" "EHV09179.1" "MOXN01000035.1" 100 201 201 2.89e-101 372 100
"7682" "EHV09179.1" "MOXL01000030.1" 100 201 201 2.89e-101 372 100
"7683" "EHV09179.1" "MNPE01000053.1" 100 201 201 2.89e-101 372 100
"7684" "EHV09179.1" "MNPA01000045.1" 100 201 201 2.89e-101 372 100
"7685" "EHV09179.1" "MKIV01000006.1" 100 201 201 2.89e-101 372 100
"7686" "EHV09179.1" "MCFO01000121.1" 100 201 201 2.89e-101 372 100
"7687" "EHV09179.1" "MATG01000004.1" 100 201 201 2.89e-101 372 100
"7688" "EHV09179.1" "M12987.1" 100 201 201 2.89e-101 372 100
"7689" "EHV09179.1" "LXQO01000019.1" 100 201 201 2.89e-101 372 100
"7690" "EHV09179.1" "LT632321.1" 100 201 201 2.89e-101 372 100
"7691" "EHV09179.1" "LRXJ01000025.1" 100 201 201 2.89e-101 372 100
"7692" "EHV09179.1" "LRXI01000066.1" 100 201 201 2.89e-101 372 100
"7693" "EHV09179.1" "LQWX02000124.1" 100 201 201 2.89e-101 372 100
"7694" "EHV09179.1" "LQHK01000003.1" 100 201 201 2.89e-101 372 100
"7695" "EHV09179.1" "LNAE01000014.1" 100 201 201 2.89e-101 372 100
"7696" "EHV09179.1" "LC056529.1" 100 201 201 2.89e-101 372 100
"7697" "EHV09179.1" "LC056381.1" 100 201 201 2.89e-101 372 100
"7698" "EHV09179.1" "LC056302.1" 100 201 201 2.89e-101 372 100
"7699" "EHV09179.1" "LC056179.1" 100 201 201 2.89e-101 372 100
"7700" "EHV09179.1" "KT988018.1" 100 201 201 2.89e-101 372 100
"7701" "EHV09179.1" "KT754164.1" 100 201 201 2.89e-101 372 100
"7702" "EHV09179.1" "KT754160.1" 100 201 201 2.89e-101 372 100
"7703" "EHV09179.1" "KP453775.1" 100 201 201 2.89e-101 372 100
"7704" "EHV09179.1" "JX127248.1" 100 201 201 2.89e-101 372 100
"7705" "EHV09179.1" "JRKV01000043.1" 100 201 201 2.89e-101 372 100
"7706" "EHV09179.1" "JRKU01000037.1" 100 201 201 2.89e-101 372 100
"7707" "EHV09179.1" "JF267652.1" 100 201 201 2.89e-101 372 100
"7708" "EHV09179.1" "JDVF01000121.1" 100 201 201 2.89e-101 372 100
"7709" "EHV09179.1" "HG941719.1" 100 201 201 2.89e-101 372 100
"7710" "EHV09179.1" "GU371929.1" 100 201 201 2.89e-101 372 100
"7711" "EHV09179.1" "GU371928.1" 100 201 201 2.89e-101 372 100
"7712" "EHV09179.1" "GU363949.1" 100 201 201 2.89e-101 372 100
"7713" "EHV09179.1" "FU762181.1" 100 201 201 2.89e-101 372 100
"7714" "EHV09179.1" "FU762180.1" 100 201 201 2.89e-101 372 100
"7715" "EHV09179.1" "FU762155.1" 100 201 201 2.89e-101 372 100
"7716" "EHV09179.1" "FU762154.1" 100 201 201 2.89e-101 372 100
"7717" "EHV09179.1" "FJ876827.1" 100 201 201 2.89e-101 372 100
"7718" "EHV09179.1" "EU935739.1" 100 201 201 2.89e-101 372 100
"7719" "EHV09179.1" "DS999999.1" 100 201 201 2.89e-101 372 100
"7720" "EHV09179.1" "CP018253.1" 100 201 201 2.89e-101 372 100
"7721" "EHV09179.1" "CP018251.1" 100 201 201 2.89e-101 372 100
"7722" "EHV09179.1" "CP018248.1" 100 201 201 2.89e-101 372 100
"7723" "EHV09179.1" "CP018246.1" 100 201 201 2.89e-101 372 100
"7724" "EHV09179.1" "CP018244.1" 100 201 201 2.89e-101 372 100
"7725" "EHV09179.1" "CP018242.1" 100 201 201 2.89e-101 372 100
"7726" "EHV09179.1" "CP018240.1" 100 201 201 2.89e-101 372 100
"7727" "EHV09179.1" "CP018238.1" 100 201 201 2.89e-101 372 100
"7728" "EHV09179.1" "CP017670.1" 100 201 201 2.89e-101 372 100
"7729" "EHV09179.1" "CP017447.1" 100 201 201 2.89e-101 372 100
"7730" "EHV09179.1" "CP017445.1" 100 201 201 2.89e-101 372 100
"7731" "EHV09179.1" "CP017443.1" 100 201 201 2.89e-101 372 100
"7732" "EHV09179.1" "CP017441.1" 100 201 201 2.89e-101 372 100
"7733" "EHV09179.1" "CP017439.1" 100 201 201 2.89e-101 372 100
"7734" "EHV09179.1" "CP017437.1" 100 201 201 2.89e-101 372 100
"7735" "EHV09179.1" "CP017435.1" 100 201 201 2.89e-101 372 100
"7736" "EHV09179.1" "CP017252.1" 100 201 201 2.89e-101 372 100
"7737" "EHV09179.1" "CP017250.1" 100 201 201 2.89e-101 372 100
"7738" "EHV09179.1" "CP016626.1" 100 201 201 2.89e-101 372 100
"7739" "EHV09179.1" "CP015856.1" 100 201 201 2.89e-101 372 100
"7740" "EHV09179.1" "CP015847.1" 100 201 201 2.89e-101 372 100
"7741" "EHV09179.1" "CP015844.1" 100 201 201 2.89e-101 372 100
"7742" "EHV09179.1" "CP015816.1" 100 201 201 2.89e-101 372 100
"7743" "EHV09179.1" "CP015239.1" 100 201 201 2.89e-101 372 100
